,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5762,31768511,Comfy room at Woodlands district (for ladies only),158022928,Herman,North Region,Woodlands,1.43012,103.78673,Private room,40,90,0,,,1,108
5765,31776450,Singapore's Most Exclusive Penthouse,93747362,Susana,Central Region,Southern Islands,1.24387,103.84246,Entire home/apt,865,90,0,,,1,365
5766,31784492,"PREMIUM STUDIO SNGE, CHINATOWN",156409670,Rajan,Central Region,Outram,1.2830000000000001,103.84651,Entire home/apt,165,7,0,,,78,364
5768,31807204,$950/mth private room in spacious 125sqm flat,5748910,Sarah,West Region,Bukit Panjang,1.37984,103.76916,Private room,49,3,0,,,2,240
5769,31807637,city square residence,238376713,DADa,Central Region,Kallang,1.31041,103.85813,Private room,200,20,0,,,1,241
5771,31811505,♥♥2BR Bugis Apartment (2sbpr),31464513,Darcy,Central Region,Rochor,1.30013,103.85022,Entire home/apt,231,8,0,,,114,256
5774,31812275,"SKY VIEW STUDIO APARTMENT, EAST SIDE",138649185,Paridhi,East Region,Bedok,1.3116700000000001,103.92451,Entire home/apt,231,4,0,,,76,364
5779,31840078,selfcheckin own rm + attach shower,201775246,Hillary,Central Region,Geylang,1.31534,103.88243,Private room,37,18,0,,,48,353
5782,31845486,2BR Near Farrer Park MRT & Mustafa,209913841,Richards,Central Region,Kallang,1.3127799999999998,103.85337,Entire home/apt,169,20,0,,,157,365
5786,31862444,Haus Ser403,231534188,Vu,Central Region,Marine Parade,1.3072700000000002,103.8999,Entire home/apt,187,3,0,,,17,110
5787,31864068,Casa Ser403,16305681,Ace Beautiful Homes,Central Region,Marine Parade,1.30584,103.89806,Entire home/apt,187,3,0,,,17,49
5788,31864520,Cosy 3BR | 3 minutes walk from Jurong East MRT,20762765,Avril,West Region,Jurong East,1.33513,103.74367,Entire home/apt,285,10,0,,,7,118
5789,31866903,"1BR Rooftop Pool, Near Clark Quay Fully Funished!",209913841,Richards,Central Region,Museum,1.2949,103.84295999999999,Entire home/apt,144,15,0,,,157,358
5790,31879525,Cheap accomodation for a year or 2 in Pasir Ris,6698662,Wei,East Region,Pasir Ris,1.3824299999999998,103.93772,Private room,60,365,0,,,1,363
5792,31919363,Single Bedroom in the heartland,100724500,Lim,North-East Region,Sengkang,1.39971,103.88977,Private room,25,181,0,,,1,213
5794,31931211,Single Pod (Side Entry) in a Mixed Shared Room,209260798,The Pod,Central Region,Rochor,1.30064,103.85976,Shared room,40,1,0,,,8,364
5800,31959810,Spacious Studio and Kitchenette in Chinatown,218722083,Ann Siang,Central Region,Downtown Core,1.27976,103.8464,Private room,300,1,0,,,5,324
5806,31970739,"STUDIO SNGL, SOUTH BRIDGE ROAD CHINATOWN",138649185,Paridhi,Central Region,Singapore River,1.28755,103.84935,Entire home/apt,150,7,0,,,76,364
5807,31991718,4BR/Big Homey Apt/Wifi/Balestier/Novena,120674614,Amy,Central Region,Novena,1.32433,103.85589,Entire home/apt,287,30,0,,,6,54
5808,32000474,"76 m² near Orchard MRT, 2 bed room 2 bath",156409670,Rajan,Central Region,Tanglin,1.30961,103.82648,Entire home/apt,340,3,0,,,78,229
5810,32001969,"46 m² premier and central, 1 BR homestay",138649185,Paridhi,Central Region,Tanglin,1.30988,103.82689,Entire home/apt,269,3,0,,,76,300
5811,32002356,"46 m² CENTRAL, 1 BR HOMESTAY",156409670,Rajan,Central Region,Tanglin,1.30904,103.82551,Entire home/apt,225,3,0,,,78,235
5816,32022211,"For 28 paxes, Entire Unique Pod Apartment near MRT",211434562,Paryani,Central Region,Kallang,1.3105200000000001,103.86202,Entire home/apt,700,1,0,,,64,365
5827,32032603,Mayeer house,164467257,Huiwen,North Region,Yishun,1.4228100000000001,103.84553000000001,Private room,150,1,0,,,1,89
5829,32035890,Fireworks view hiriseEnsuiteN8 + PrivateLivingRm,8948251,Joey,Central Region,Outram,1.2845,103.84307,Private room,99,90,0,,,83,326
5831,32047675,2 Bedroom Family Haven near Tan Tock Seng Hospital,108911835,Best Accommodation,Central Region,Novena,1.3235700000000001,103.85337,Entire home/apt,240,90,0,,,7,90
5832,32049781,3 BR Luxurious Condo / 3 mins walk to Novena MRT,108911835,Best Accommodation,Central Region,Novena,1.31999,103.84436,Entire home/apt,319,90,0,,,7,90
5833,32050840,3BR w/ WIFI near Tiong Bahru,141268624,Sam,Central Region,River Valley,1.29264,103.83584,Entire home/apt,294,90,0,,,3,365
5834,32051458,2 BR Condo near Whampoa Market / Free WiFI,141268624,Sam,Central Region,Novena,1.32295,103.85377,Entire home/apt,231,30,0,,,3,90
5835,32052420,4 BR Spacious Condo in the Heart of the City,108911835,Best Accommodation,Central Region,Singapore River,1.29235,103.83244,Entire home/apt,350,90,0,,,7,90
5843,32114237,City located studio apartment * BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30267,103.86264,Entire home/apt,106,30,0,,,274,298
5849,32170082,一房式欢迎入住!,209913841,Richards,Central Region,Novena,1.32441,103.85377,Entire home/apt,131,15,0,,,157,365
5850,32171204,Highrise Chinatown Queenbed roomW.,201775246,Hillary,Central Region,Outram,1.2852299999999999,103.84291999999999,Private room,53,90,0,,,48,365
5852,32191634,City-located 1BR loft apartment *BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30193,103.86214,Entire home/apt,136,30,0,,,274,180
5854,32196812,❀Amazing Spacious Studio Apt Unit @ Outram Park,8492007,Alvin,Central Region,Bukit Merah,1.27424,103.83315,Entire home/apt,131,90,0,,,203,365
5855,32197020,❀Amazing Spacious Studio Apt Unit @ Outram Park,8492007,Alvin,Central Region,Bukit Merah,1.27393,103.83296,Entire home/apt,131,90,0,,,203,365
5856,32197023,❀Amazing Spacious Studio Apt Unit @ Outram Park,8492007,Alvin,Central Region,Bukit Merah,1.27255,103.8346,Entire home/apt,131,90,0,,,203,365
5859,32199169,Amazing Spacious Studio Apt Unit @ Outram Park,35691521,Vinn,Central Region,Bukit Merah,1.2728899999999999,103.83256,Entire home/apt,131,90,0,,,45,365
5861,32222890,"23hr selfcheckin QueenBed Rm1, 5min city center",201775246,Hillary,Central Region,Kallang,1.3108600000000001,103.86296,Private room,43,18,0,,,48,353
5862,32223010,Fully furnished 1BR apt 5mins to Tanjong Pagar MRT,66406177,Jay,Central Region,Downtown Core,1.27572,103.84524,Entire home/apt,158,30,0,,,274,109
5863,32223363,Sleek & Modern 2BR APT 5 mins from Bishan MRT,66406177,Jay,Central Region,Bishan,1.34791,103.85535,Entire home/apt,144,30,0,,,274,304
5864,32223767,1br cosy apt 3 mins walk to Jurong E. MRT,66406177,Jay,West Region,Jurong East,1.33575,103.74257,Entire home/apt,125,30,0,,,274,275
5865,32224048,1br loft cosy apt 3 mins walk to Jurong E. MRT,66406177,Jay,West Region,Jurong East,1.33604,103.74199,Entire home/apt,124,30,0,,,274,332
5866,32224108,Amazing Spacious Studio Apt Unit @ Outram Park,35691521,Vinn,Central Region,Bukit Merah,1.27267,103.8327,Entire home/apt,131,90,0,,,45,365
5867,32224225,Amazing Spacious Studio Apt Unit @ Outram Park SS,35691521,Vinn,Central Region,Bukit Merah,1.27436,103.8345,Entire home/apt,131,90,0,,,45,365
5868,32224227,Amazing Spacious Studio Apt Unit @ Outram Park SS2,35691521,Vinn,Central Region,Bukit Merah,1.27245,103.83263000000001,Entire home/apt,131,90,0,,,45,365
5869,32224476,Amazing Spacious Studio Apt Unit @ Outram Park TS,35691521,Vinn,Central Region,Bukit Merah,1.27316,103.83310999999999,Entire home/apt,131,90,0,,,45,365
5870,32224562,Amazing Spacious Studio Apt Unit @ Outram Park TS2,35691521,Vinn,Central Region,Bukit Merah,1.27239,103.83419,Entire home/apt,131,90,0,,,45,365
5871,32225364,❂Bright and Modern Studio Apt @ Outram Park,209913841,Richards,Central Region,Bukit Merah,1.27225,103.8331,Entire home/apt,137,22,0,,,157,365
5872,32225723,"Amazing Spacious Studio Apt Unit, WIFI Provided",209913841,Richards,Central Region,Bukit Merah,1.2722799999999999,103.83413,Entire home/apt,131,8,0,,,157,365
5873,32225850,Homely Hostel In Singapore,98644049,Gusti,Central Region,Kallang,1.31026,103.86166,Private room,260,1,0,,,5,163
5874,32226300,Studio Apt with WIFI provided SS,209913841,Richards,Central Region,Bukit Merah,1.2736299999999998,103.83299,Entire home/apt,137,15,0,,,157,365
5875,32226530,❂Amazing Spacious Studio Apt @Outram Park SS,209913841,Richards,Central Region,Bukit Merah,1.27234,103.83224,Entire home/apt,137,25,0,,,157,365
5876,32226657,❂Amazing Spacious Studio Apt @Outram Park TS,209913841,Richards,Central Region,Bukit Merah,1.2727899999999999,103.83454,Entire home/apt,137,22,0,,,157,365
5877,32226923,❂Amazing Spacious Studio Apt @ Outram Park TS2,209913841,Richards,Central Region,Bukit Merah,1.27378,103.83247,Entire home/apt,150,28,0,,,157,365
5878,32226984,2BR Lakefront apartment 3mins walk to MRT,66406177,Jay,West Region,Jurong West,1.3418299999999999,103.71965,Entire home/apt,165,30,0,,,274,295
5880,32227254,"☀1BR Very nice place, quiet & Cosy",209913841,Richards,Central Region,Kallang,1.31579,103.85417,Entire home/apt,131,28,0,,,157,341
5882,32227344,☀❄2BR Cosy & Clean Near NEL MRT 8M82,209913841,Richards,Central Region,Newton,1.30625,103.84715,Entire home/apt,169,3,0,,,157,242
5884,32227613,☀☀☀3BR Absolutely Gorgeous Apt near Orchard!! OX,209913841,Richards,Central Region,Orchard,1.29969,103.84039,Entire home/apt,290,7,0,,,157,253
5888,32251794,3min to MRT- Small Room Near City/Airport/Merlion,14536173,Ric,Central Region,Geylang,1.3256,103.88595,Private room,40,14,0,,,3,1
5891,32291857,☀☀2BR Beautiful Penthouse!! Near NEL MRT MSL2,209913841,Richards,Central Region,Kallang,1.3280100000000001,103.86564,Entire home/apt,200,5,0,,,157,309
5893,32292204,"Furnished, Homely 2BR APT near Bouna Vista MRT",66406177,Jay,Central Region,Queenstown,1.3028600000000001,103.78424,Entire home/apt,158,30,0,,,274,252
5896,32295511,"STROLL TO CLARKE QUAY, FURNISHED 2BR SPACE",138649185,Paridhi,Central Region,River Valley,1.2925799999999998,103.8408,Entire home/apt,485,2,0,,,76,364
5901,32309635,Penthouse 2+1 with 180 degree Panoramic Sea View,101144565,James,Central Region,Queenstown,1.28057,103.78674000000001,Entire home/apt,131,90,0,,,1,180
5902,32316502,❤❤❤3BR Clean & Spacious Near Dhoby Ghaut,209913841,Richards,Central Region,Rochor,1.30219,103.84646,Entire home/apt,278,3,0,,,157,241
5903,32316558,Clean sleek apartment near Orchard Road,56581820,Jacelyn,Central Region,Tanglin,1.29429,103.82871,Entire home/apt,150,5,0,,,5,365
5907,32319279,T - Luxe Modern Cozy Studio at City,229339,Tom,Central Region,Bukit Merah,1.2844200000000001,103.83375,Entire home/apt,108,2,0,,,26,277
5908,32319512,H - Sunlit Charismatic Art Deco suite @ city,225666624,Han,Central Region,Bukit Merah,1.28398,103.83346,Entire home/apt,139,1,0,,,24,314
5914,32321197,Superhost 2BR APT in the heart of Tg Pagar,66406177,Jay,Central Region,Downtown Core,1.27549,103.84594,Entire home/apt,350,30,0,,,274,271
5915,32321569,Inviting & Cozy 1BR APT 3 mins from Tg Pagar MRT,66406177,Jay,Central Region,Downtown Core,1.27441,103.84456999999999,Entire home/apt,156,30,0,,,274,303
5917,32325386,A Place like Home @Onan (Studio Apt),209913841,Richards,Central Region,Geylang,1.3159100000000001,103.89846,Entire home/apt,96,14,0,,,157,365
5918,32325605,Studio Apt at Onan Road Fully Furnished!!,209913841,Richards,Central Region,Geylang,1.31582,103.89735999999999,Entire home/apt,96,15,0,,,157,365
5921,32342232,"☀☀2BR WIFI, PooL, GYM @Boon Keng MSL1",209913841,Richards,Central Region,Kallang,1.3282399999999999,103.86578,Entire home/apt,194,3,0,,,157,264
5922,32342970,Gorgeous New City Fringe Studio @ PotongPasir Mrt!,22969833,Maxie,Central Region,Toa Payoh,1.33122,103.86672,Entire home/apt,99,90,0,,,1,90
5925,32344183,City-located 1BR loft apartment * BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30265,103.86211999999999,Entire home/apt,136,30,0,,,274,268
5929,32348475,Female Dorm (1 Bed in 12 Beds Room),196709892,Anna,Central Region,Rochor,1.30538,103.8523,Shared room,26,1,0,,,5,363
5930,32348525,"1 BEDROOM CENTRALLY LOCATED, SINGAPORE",238891646,Neha,Central Region,Tanglin,1.3098299999999998,103.82704,Entire home/apt,269,6,0,,,34,364
5932,32351804,干净温馨,239938883,Nina,North-East Region,Hougang,1.37599,103.90427,Private room,78,3,0,,,1,87
5935,32365540,❂Amazing Spacious Studio Apt @Outram Park SS,209913841,Richards,Central Region,Bukit Merah,1.2728,103.83425,Entire home/apt,131,22,0,,,157,365
5936,32365683,❂Queen Bed Studio Apt @Outram Park SS,209913841,Richards,Central Region,Bukit Merah,1.27387,103.83261999999999,Entire home/apt,133,26,0,,,157,365
5937,32365756,❂Amazing Spacious Studio Apt @ Outram Park SSS,209913841,Richards,Central Region,Bukit Merah,1.27262,103.83221999999999,Entire home/apt,131,40,0,,,157,365
5938,32365783,▲Outram Park Studio For Expats! (rb10),31464513,Darcy,Central Region,Bukit Merah,1.27395,103.83248,Entire home/apt,150,18,0,,,114,365
5939,32365818,❂Amazing Studio Apt Unit @ Outram Park SSS,209913841,Richards,Central Region,Bukit Merah,1.27367,103.83367,Entire home/apt,137,24,0,,,157,365
5940,32365894,❂Amazing Spacious Studio Apt @ Outram Park ST,209913841,Richards,Central Region,Bukit Merah,1.27369,103.83393000000001,Entire home/apt,140,20,0,,,157,365
5941,32366019,▲Outram Park Superior Studio for Expats (rb10s),31464513,Darcy,Central Region,Bukit Merah,1.27414,103.83419,Entire home/apt,151,14,0,,,114,365
5942,32366281,❂Amazing Studio Apt Unit @Outram Park ST,209913841,Richards,Central Region,Bukit Merah,1.27445,103.83426999999999,Entire home/apt,135,28,0,,,157,365
5946,32386104,"24hr self-checkin Singlebed room, 5min city center",201775246,Hillary,Central Region,Kallang,1.3093700000000001,103.86092,Private room,42,18,0,,,48,359
5951,32389471,Amazing Spacious Studio Apt Unit @ Outram Park SS,159804766,Xiaoyu,Central Region,Bukit Merah,1.2731700000000001,103.83287,Entire home/apt,131,90,0,,,79,365
5952,32389826,Amazing Spacious Studio Apt Unit @ Outram Park SS,159804766,Xiaoyu,Central Region,Bukit Merah,1.27419,103.83388000000001,Entire home/apt,131,90,0,,,79,365
5953,32389965,Amazing Spacious Sutdio Apt Unit @ Outram Park SS1,159804766,Xiaoyu,Central Region,Bukit Merah,1.27403,103.83317,Entire home/apt,131,90,0,,,79,365
5954,32390272,Amazing Spacious Studio Apt Unit @ Outram Park SS2,159804766,Xiaoyu,Central Region,Bukit Merah,1.27369,103.8325,Entire home/apt,131,90,0,,,79,365
5958,32391749,Outram Park Spacious Studio @ 1,29420853,Aaron,Central Region,Bukit Merah,1.27237,103.83233,Entire home/apt,137,30,0,,,141,365
5964,32429238,Cosy room in heart of the city,243577555,Alagh,Central Region,Marine Parade,1.30067,103.88778,Private room,81,1,0,,,1,89
5966,32438125,downtown night view condo,114489756,Jessica,Central Region,Kallang,1.3259999999999998,103.86156,Private room,69,2,0,,,3,56
5967,32445541,"For 18 paxes, Entire Pod Apartment near MRT, shops",211434562,Paryani,Central Region,Kallang,1.31125,103.86143,Entire home/apt,500,1,0,,,64,365
5968,32451682,Superhost 1BR APT in the heart of Tg Pagar,66406177,Jay,Central Region,Downtown Core,1.27519,103.84357,Entire home/apt,149,30,0,,,274,351
5970,32454418,2 Bedroom Apartment Near Mount E Hospital,29420853,Aaron,Central Region,Novena,1.32443,103.85314,Entire home/apt,200,30,0,,,141,365
5975,32458013,Amazing 3 BRS condo @city fringe Aljunied Mrt,37483803,Lily,Central Region,Geylang,1.31065,103.8853,Entire home/apt,228,2,0,,,3,343
5977,32458676,"Room in The Seaview close to beach, malls, ev",243844932,Saya,Central Region,Marine Parade,1.3026200000000001,103.90203000000001,Private room,89,1,0,,,1,86
5978,32458900,Lives(3BRs) in great location@near Orchard Rd&MRT,80570036,Chris,Central Region,Novena,1.31535,103.84375,Entire home/apt,239,1,0,,,22,116
5981,32475992,City located studio apartment * BRAND NEW*,66406177,Jay,Central Region,Rochor,1.3015299999999999,103.86135,Entire home/apt,210,30,0,,,274,346
5982,32476145,City-located 1 bed room loft apartment *BRAND NEW*,66406177,Jay,Central Region,Kallang,1.3032299999999999,103.86203,Entire home/apt,272,30,0,,,274,308
5983,32476235,Amazing Spacious Studio Apt Unit @ Outram Park ST,159804766,Xiaoyu,Central Region,Bukit Merah,1.2722799999999999,103.83412,Entire home/apt,131,90,0,,,79,365
5984,32476308,Amazing Spacious Studio Apt Unit @ Outram Park ST,159804766,Xiaoyu,Central Region,Bukit Merah,1.27283,103.83221999999999,Entire home/apt,131,90,0,,,79,365
5985,32476357,City-located 1 bedroom loft apartment * BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30312,103.86353000000001,Entire home/apt,136,30,0,,,274,257
5987,32478237,Maison Ava201,33189209,Anthony,Central Region,Novena,1.32175,103.85306,Entire home/apt,187,3,0,,,23,40
5994,32486084,"STYLISH 2BR/2BATHS, BOON TECK RD. NOVENA",156409670,Rajan,Central Region,Novena,1.32626,103.84938000000001,Entire home/apt,174,30,0,,,78,364
5997,32502391,Inviting & Cozy 1BR APT 3 mins from Tg Pagar MRT,66406177,Jay,Central Region,Downtown Core,1.27569,103.8454,Entire home/apt,144,30,0,,,274,267
5998,32502568,City-located 1 bed room loft apartment *BRAND NEW*,66406177,Jay,Central Region,Rochor,1.30152,103.86180999999999,Entire home/apt,272,30,0,,,274,329
6000,32503503,Stylish 1BR Located 7 mins from Tg Pagar MRT,66406177,Jay,Central Region,Downtown Core,1.27316,103.84648,Entire home/apt,157,30,0,,,274,277
6003,32507500,Onan Loft Apt 10mins to Paya Lebar MRT,209913841,Richards,Central Region,Geylang,1.31552,103.89903000000001,Entire home/apt,168,14,0,,,157,365
6005,32525279,Cosy private space,29004443,Myvonne,Central Region,Rochor,1.31094,103.85318000000001,Private room,83,1,0,,,2,239
6007,32527449,Haus Ava 201,231534188,Vu,Central Region,Novena,1.32312,103.85345,Entire home/apt,187,3,0,,,17,121
6010,32528971,Gem of the West 1BR Loft 3 mins from Jurong East,66406177,Jay,West Region,Jurong East,1.3344799999999999,103.744,Entire home/apt,135,30,0,,,274,331
6013,32533152,Bright and furnished 2BR apt in Novena,66406177,Jay,Central Region,Novena,1.32831,103.85106999999999,Entire home/apt,157,30,0,,,274,335
6027,32617650,Inviting & Cozy Loft APT 3 mins from Tg Pagar MRT,66406177,Jay,Central Region,Outram,1.2760799999999999,103.84363,Entire home/apt,156,30,0,,,274,190
6028,32618171,"Seaside Cozy Room, near Marina at Keppel",162475550,Irene,Central Region,Bukit Merah,1.2671299999999999,103.81156,Private room,67,90,0,,,1,364
6033,32643900,Pleasant & Comfy 1BR APT 3 mins from Potong Pasir,66406177,Jay,Central Region,Toa Payoh,1.33131,103.86908000000001,Entire home/apt,125,30,0,,,274,240
6036,32648445,City-located studio loft apartment *BRAND NEW*,66406177,Jay,Central Region,Rochor,1.30279,103.8613,Entire home/apt,106,30,0,,,274,20
6038,32659248,Pavilion Paradise,201937875,Neeta,West Region,Bukit Batok,1.3709200000000001,103.75362,Private room,81,7,0,,,2,365
6041,32670871,City-located 1BR loft apartment *BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30263,103.86206999999999,Entire home/apt,136,30,0,,,274,26
6043,32671272,City-located 1BR loft apartment*BRAND NEW*,66406177,Jay,Central Region,Rochor,1.30152,103.86155,Entire home/apt,136,30,0,,,274,275
6045,32671474,City-located 1BR loft apartment *BRAND NEW*,66406177,Jay,Central Region,Rochor,1.30167,103.86200000000001,Entire home/apt,136,30,0,,,274,329
6046,32671732,City-located studio loft apartment*BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30304,103.86352,Entire home/apt,106,30,0,,,274,2
6047,32671831,City-located 1BR loft apartment *BRAND NEW*,66406177,Jay,Central Region,Kallang,1.3029600000000001,103.86315,Entire home/apt,136,30,0,,,274,301
6049,32672251,Stylish 1BR Located 7 mins from Tg Pagar MRT,66406177,Jay,Central Region,Downtown Core,1.27457,103.84575,Entire home/apt,156,30,0,,,274,150
6050,32672393,"Cosy 2BR in CBD, 3 mins walk to Tanjong Pagar MRT",66406177,Jay,Central Region,Downtown Core,1.27524,103.84585,Entire home/apt,189,30,0,,,274,189
6051,32672992,BRAND-NEW high rise 1BR aparment at Redhill,66406177,Jay,Central Region,Bukit Merah,1.29159,103.81734,Entire home/apt,144,30,0,,,274,293
6055,32701932,Chinatown Food Street Studio Premium,23336011,Heritage Apartments,Central Region,Outram,1.28342,103.84403,Entire home/apt,158,6,0,,,40,365
6056,32704901,Relaxing Quiet Spacious Lovely Condo Apartment,64714179,Shindy,North Region,Yishun,1.43886,103.83151,Entire home/apt,150,1,0,,,3,364
6059,32723994,Tiong bahru Heritage Window Rm1 near SGH,201775246,Hillary,Central Region,Bukit Merah,1.28541,103.83315,Private room,57,18,0,,,48,341
6061,32728677,Spacious Interior Designed Condo Apartment,64714179,Shindy,North Region,Yishun,1.43877,103.83037,Entire home/apt,181,1,0,,,3,364
6065,32729775,HighFloor juniorMaster City View Queen,201775246,Hillary,Central Region,Outram,1.28495,103.84326,Private room,58,90,0,,,48,343
6066,32730296,Nifty & Cosy 2BR APT near Clementi MRT,66406177,Jay,West Region,Clementi,1.31589,103.75839,Entire home/apt,136,30,0,,,274,270
6067,32731174,Beautifully Designed 2 BR Condo @ Farrer Park MRT,108911835,Best Accommodation,Central Region,Kallang,1.3123799999999999,103.85763,Entire home/apt,250,90,0,,,7,89
6072,32748783,BRAND NEW Balcony rm1 @ tiong bahru near SGH,2413412,Kaurus,Central Region,Bukit Merah,1.28415,103.83507,Private room,57,18,0,,,112,331
6076,32772837,"3 Bed Apt, with Swim Pool, Gym, BBQ Pit, 1 min MRT",119227779,Stella,East Region,Bedok,1.32849,103.94429000000001,Entire home/apt,153,90,0,,,1,149
6080,32776098,Student Homestay in Singapore,246525654,Homestay,North-East Region,Sengkang,1.3825399999999999,103.89356,Shared room,51,365,0,,,1,365
6085,32797285,S - Cosy Bright City Apt in Tiong Bahru,239242652,Shasha,Central Region,Bukit Merah,1.28405,103.83106,Entire home/apt,108,2,0,,,25,329
6089,32818697,Pleasant&Comfy Studio Apartment in Potong Pasir,66406177,Jay,Central Region,Toa Payoh,1.3313700000000002,103.86743,Entire home/apt,110,30,0,,,274,351
6090,32818716,Offer long stays or short $480 per pax 30 nights,41059478,Andrew,Central Region,Outram,1.2869,103.84066,Shared room,31,3,0,,,5,234
6091,32818879,Tiong bahru Heritage Balcony window Rm2 near SGH,201775246,Hillary,Central Region,Outram,1.28395,103.83544,Private room,57,28,0,,,48,285
6097,32825926,Near Orchard Easy Cozy Room,70920126,Jac,Central Region,Kallang,1.32707,103.8645,Private room,100,1,0,,,1,179
6105,32854955,Outdoor Balcony Big Master Room - CBD Downtown,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.2800799999999999,103.8532,Private room,85,90,0,,,41,365
6107,32857394,"4-MINS WALK TO TANJONG PGR MRT,CBD",138649185,Paridhi,Central Region,Downtown Core,1.27379,103.84615,Entire home/apt,194,30,0,,,76,364
6112,32881280,3BR Beautiful Apt Near Novena,201034613,Marcelo,Central Region,Novena,1.32586,103.84719,Entire home/apt,287,20,0,,,67,365
6120,32904149,rumah medis 2 kamar tidur,32184450,Apollo,Central Region,Kallang,1.32939,103.86416,Entire home/apt,200,3,0,,,67,359
6122,32906878,"HIGH-LIVING 2 BR in CENTRE OF CITY, ORCHARD",156409670,Rajan,Central Region,Orchard,1.3035299999999999,103.83738000000001,Entire home/apt,769,1,0,,,78,364
6126,32908981,"HIGH-LIVING 2 BR in CENTRE OF CITY, ORCHARD",138649185,Paridhi,Central Region,Orchard,1.3036299999999998,103.83738000000001,Entire home/apt,760,2,0,,,76,364
6128,32921493,Highrise Chinatown Singlebed room,201775246,Hillary,Central Region,Outram,1.28529,103.84189,Private room,49,90,0,,,48,354
6136,32946604,Welcome Home Convenient Singapore Location,247925702,Pomroy,Central Region,Novena,1.32714,103.84756999999999,Private room,200,12,0,,,1,173
6138,32949187,BRAND NEW Window Rm1 @ tiong bahru heritage,2413412,Kaurus,Central Region,Bukit Merah,1.28556,103.83334,Private room,57,18,0,,,112,341
6143,32966963,Long stay $400  SGD Female students Only,41059478,Andrew,Central Region,Outram,1.2867899999999999,103.84061,Shared room,481,30,0,,,5,299
6150,32970991,Great Location Cozy private room in Orchard Area,145285119,Tien,Central Region,Newton,1.30552,103.83492,Private room,125,2,0,,,3,76
6151,32973328,Rivergate Room Let,76957148,Suyin,Central Region,River Valley,1.29314,103.83703,Private room,100,30,0,,,1,90
6152,32973740,Beautiful room with en-suite bathroom,69293607,Mia,Central Region,Marine Parade,1.29844,103.88645,Private room,64,14,0,,,1,165
6158,33000325,Loft Room Tanah Merah,9382867,Tian,East Region,Bedok,1.32731,103.94546,Private room,169,30,0,,,1,85
6159,33003533,1960s singlebed Window Rm @ lavender bugis,8948251,Joey,Central Region,Kallang,1.30969,103.86038,Private room,50,18,0,,,83,359
6160,33003743,楼下就是地铁站的公寓 Near Wenli Metro Station近NUS地铁站+巴士总站+泳池,183511167,琳琳,Central Region,Geylang,1.31342,103.88516,Private room,76,1,0,,,8,362
6161,33024658,"1 Bedroom Apartment near CBD (Alexis, Queenstown)",151196270,Jhian,Central Region,Queenstown,1.2903799999999999,103.80686,Entire home/apt,119,89,0,,,45,365
6162,33024849,☀☀2BR Spacious & Clean @Balestier MZ1,209913841,Richards,Central Region,Novena,1.3213,103.85171,Entire home/apt,196,7,0,,,157,261
6163,33025140,☀☀2BR WIFI POOL GYM @Zhong Shan Mall ZSM2,209913841,Richards,Central Region,Novena,1.32782,103.84899999999999,Entire home/apt,200,3,0,,,157,251
6164,33025145,"☀☀2BR WIFI, POOL, GYM @ Balestier ZSM4",209913841,Richards,Central Region,Novena,1.3262399999999999,103.84876,Entire home/apt,199,3,0,,,157,257
6165,33025220,1 Bedroom Serviced apartment near Queenstown MRT,151196270,Jhian,Central Region,Queenstown,1.2909899999999999,103.80711,Entire home/apt,119,89,0,,,45,365
6167,33025576,1 BR apartment for Corporate Rental near CBD,151196270,Jhian,Central Region,Queenstown,1.29069,103.80709,Entire home/apt,119,89,0,,,45,365
6169,33026333,1 Bedroom Serviced Apartment for Expats near CBD,151196270,Jhian,Central Region,Queenstown,1.2918,103.80624,Entire home/apt,125,89,0,,,45,365
6172,33028364,Single Bed in 10-Bed Mixed Dormitory Room,97950106,Rucksack Inn,Central Region,Kallang,1.3141100000000001,103.85977,Shared room,25,1,0,,,3,179
6173,33028621,2BR Medical Recovery Apt @Farrer Park Hospital,201034613,Marcelo,Central Region,Kallang,1.31387,103.85278000000001,Entire home/apt,190,14,0,,,67,365
6174,33029085,Female Pod,97950106,Rucksack Inn,Central Region,Kallang,1.31489,103.85983,Shared room,26,1,0,,,3,179
6175,33029335,Standard Double Room (Shared Bathroom),97950106,Rucksack Inn,Central Region,Kallang,1.3151,103.86084,Private room,100,1,0,,,3,173
6176,33029341,1BR Mins walk to Fort Canning MRT & Clark Quay,201034613,Marcelo,Central Region,Singapore River,1.29292,103.84195,Entire home/apt,150,20,0,,,67,365
6177,33047128,Leisure 1 BR Apartment near Tanjong Pagar MRT(CBD),151196270,Jhian,Central Region,Downtown Core,1.2735,103.84546999999999,Entire home/apt,144,89,0,,,45,256
